win,threshold,hand
1,14,"Queen of Hearts||Three of Hearts||Seven of Hearts||(20 points)"
0,14,"Four of Spades||Seven of Hearts||Three of Hearts||King of Diamonds||(24 points)"
1,14,"Nigh of Clubs||Nigh of Diamonds||(18 points)"
0,14,"Four of Diamonds||Eight of Clubs||Jack of Clubs||(22 points)"
0,14,"Five of Spades||Three of Diamonds||Six of Diamonds||Four of Diamonds||(18 points)"
1,14,"King of Diamonds||Three of Spades||Five of Diamonds||(18 points)"
0,14,"Nigh of Diamonds||Nigh of Clubs||(18 points)"
1,14,"Nigh of Spades||Two of Clubs||Four of Clubs||(15 points)"
1,14,"King of Spades||Seven of Diamonds||(17 points)"
1,14,"Queen of Spades||King of Clubs||(20 points)"
1,14,"Ten of Hearts||Queen of Diamonds||(20 points)"
1,14,"Three of Hearts||Five of Clubs||Jack of Diamonds||(18 points)"
0,14,"Nigh of Clubs||Six of Hearts||(15 points)"
1,14,"Six of Clubs||Four of Spades||Jack of Spades||(20 points)"
0,14,"Eight of Spades||Jack of Diamonds||(18 points)"
0,14,"Jack of Clubs||Seven of Diamonds||(17 points)"
0,14,"Three of Clubs||Six of Clubs||Three of Hearts||Five of Spades||(17 points)"
0,14,"Four of Hearts||Eight of Hearts||Three of Clubs||(15 points)"
0,14,"Six of Hearts||Four of Diamonds||Nigh of Spades||(19 points)"
0,14,"Eight of Spades||Four of Clubs||Six of Spades||(18 points)"
1,14,"King of Clubs||Queen of Hearts||(20 points)"
1,14,"Two of Clubs||Ace of Diamonds||Four of Spades||(7 or 17 points)"
1,14,"Nigh of Diamonds||Two of Clubs||Seven of Diamonds||(18 points)"
1,14,"King of Hearts||Three of Hearts||Seven of Clubs||(20 points)"
1,14,"Ace of Hearts||Six of Diamonds||(7 or 17 points)"
0,14,"Queen of Spades||Seven of Spades||(17 points)"
0,14,"Queen of Hearts||Three of Diamonds||Jack of Hearts||(23 points)"
0,14,"Ten of Clubs||Five of Hearts||(15 points)"
1,14,"Three of Spades||Ace of Hearts||Nigh of Spades||(13 or 23 points)"
1,14,"King of Hearts||Three of Clubs||Two of Hearts||(15 points)"
0,14,"Four of Hearts||King of Clubs||Five of Diamonds||(19 points)"
0,14,"Five of Clubs||Ace of Hearts||(6 or 16 points)"
0,14,"Two of Clubs||Seven of Diamonds||Five of Spades||Eight of Diamonds||(22 points)"
0,14,"Four of Diamonds||Ten of Diamonds||Three of Clubs||(17 points)"
1,14,"Jack of Clubs||King of Diamonds||(20 points)"
0,14,"Five of Spades||Six of Spades||Four of Clubs||(15 points)"
1,14,"Four of Clubs||Seven of Clubs||Two of Clubs||Three of Spades||(16 points)"
0,14,"Six of Spades||Four of Hearts||Six of Clubs||(16 points)"
0,14,"Six of Spades||Ten of Diamonds||(16 points)"
1,14,"Ace of Spades||Four of Hearts||(5 or 15 points)"
0,14,"Seven of Spades||Six of Hearts||Four of Hearts||(17 points)"
1,14,"Two of Diamonds||Ace of Spades||Ten of Clubs||(13 or 23 points)"
0,14,"Eight of Diamonds||Jack of Clubs||(18 points)"
1,14,"Three of Diamonds||King of Hearts||Eight of Diamonds||(21 points)"
0,14,"Ace of Clubs||Five of Spades||(6 or 16 points)"
0,14,"Five of Hearts||King of Diamonds||(15 points)"
0,14,"Four of Clubs||Ten of Clubs||Seven of Diamonds||(21 points)"
1,14,"Five of Diamonds||Five of Hearts||Nigh of Diamonds||(19 points)"
1,14,"Eight of Clubs||King of Clubs||(18 points)"
0,14,"Two of Clubs||King of Spades||Ten of Diamonds||(22 points)"
1,14,"King of Spades||Ace of Diamonds||(11 or 21 points)"
0,14,"Jack of Diamonds||Jack of Spades||(20 points)"
1,14,"King of Clubs||Ten of Spades||(20 points)"
0,14,"Ten of Diamonds||Ten of Spades||(20 points)"
0,14,"Queen of Hearts||Three of Spades||Four of Spades||(17 points)"
1,14,"Queen of Hearts||Six of Spades||(16 points)"
0,14,"Six of Hearts||Five of Hearts||Ten of Spades||(21 points)"
1,14,"Seven of Spades||Three of Diamonds||Eight of Diamonds||(18 points)"
1,14,"Eight of Hearts||Jack of Hearts||(18 points)"
1,14,"Queen of Hearts||Ace of Diamonds||(11 or 21 points)"
0,14,"Ten of Spades||Three of Diamonds||Queen of Spades||(23 points)"
1,14,"Six of Clubs||Five of Spades||Two of Hearts||Ace of Clubs||(14 or 24 points)"
0,14,"Ten of Spades||Queen of Spades||(20 points)"
0,14,"Jack of Clubs||Five of Spades||(15 points)"
0,14,"Ten of Spades||Six of Spades||(16 points)"
1,14,"Jack of Clubs||Eight of Hearts||(18 points)"
0,14,"Five of Diamonds||Nigh of Spades||Queen of Clubs||(24 points)"
1,14,"Five of Hearts||Six of Hearts||Seven of Hearts||(18 points)"
1,14,"Two of Diamonds||Ace of Clubs||Queen of Spades||(13 or 23 points)"
0,14,"Queen of Hearts||Four of Spades||Ten of Hearts||(24 points)"
0,14,"Jack of Hearts||Two of Spades||Ten of Clubs||(22 points)"
1,14,"Ace of Clubs||Jack of Spades||(11 or 21 points)"
0,14,"Five of Spades||Five of Clubs||Six of Clubs||(16 points)"
0,14,"Ten of Clubs||Two of Diamonds||Five of Clubs||(17 points)"
0,14,"Two of Clubs||Seven of Spades||Five of Spades||Eight of Spades||(22 points)"
1,14,"Ten of Clubs||Four of Hearts||Two of Hearts||(16 points)"
1,14,"Seven of Hearts||Six of Diamonds||Six of Spades||(19 points)"
0,14,"Ace of Hearts||Five of Diamonds||(6 or 16 points)"
0,14,"King of Hearts||Five of Diamonds||(15 points)"
0,14,"Queen of Diamonds||Ten of Diamonds||(20 points)"
0,14,"Eight of Clubs||Nigh of Diamonds||(17 points)"
1,14,"Five of Clubs||Ten of Diamonds||(15 points)"
1,14,"King of Diamonds||Eight of Clubs||(18 points)"
1,14,"Ace of Clubs||Queen of Spades||(11 or 21 points)"
0,14,"Four of Hearts||Queen of Hearts||Eight of Diamonds||(22 points)"
1,14,"Ace of Clubs||Six of Hearts||(7 or 17 points)"
1,14,"Three of Diamonds||Ace of Spades||Four of Spades||(8 or 18 points)"
0,14,"Five of Hearts||Eight of Diamonds||Ten of Diamonds||(23 points)"
0,14,"Two of Hearts||Queen of Diamonds||Six of Clubs||(18 points)"
0,14,"Jack of Spades||Eight of Diamonds||(18 points)"
0,14,"Three of Diamonds||Eight of Diamonds||Four of Hearts||(15 points)"
0,14,"Two of Clubs||Queen of Diamonds||Queen of Clubs||(22 points)"
1,14,"Nigh of Hearts||Ten of Spades||(19 points)"
1,14,"Six of Clubs||Five of Clubs||Ace of Clubs||(12 or 22 points)"
1,14,"Four of Hearts||Ten of Spades||Ace of Spades||(15 or 25 points)"
0,14,"Five of Hearts||Six of Hearts||Eight of Diamonds||(19 points)"
0,14,"Four of Diamonds||Two of Hearts||Seven of Spades||Nigh of Diamonds||(22 points)"
1,14,"Seven of Diamonds||King of Hearts||(17 points)"
0,14,"Nigh of Spades||Five of Hearts||Eight of Clubs||(22 points)"
1,14,"Six of Hearts||Jack of Spades||(16 points)"
1,14,"Six of Hearts||Four of Clubs||Jack of Diamonds||(20 points)"
1,14,"Two of Diamonds||King of Spades||Nigh of Diamonds||(21 points)"
0,14,"Ace of Diamonds||Four of Diamonds||(5 or 15 points)"
1,14,"Three of Hearts||Six of Hearts||Queen of Hearts||(19 points)"
0,14,"King of Diamonds||Five of Clubs||(15 points)"
1,14,"Queen of Spades||Two of Hearts||Nigh of Hearts||(21 points)"
0,14,"King of Clubs||Three of Diamonds||Queen of Diamonds||(23 points)"
0,14,"Nigh of Clubs||Three of Hearts||Four of Diamonds||(16 points)"
1,14,"Four of Diamonds||Five of Spades||Four of Hearts||Seven of Clubs||(20 points)"
1,14,"Jack of Hearts||Seven of Hearts||(17 points)"
0,14,"Eight of Diamonds||Seven of Spades||(15 points)"
0,14,"Four of Spades||Ace of Spades||(5 or 15 points)"
1,14,"Four of Hearts||Ten of Hearts||Five of Spades||(19 points)"
1,14,"Eight of Clubs||Ten of Diamonds||(18 points)"
0,14,"Six of Clubs||Ten of Hearts||(16 points)"
0,14,"Seven of Clubs||Four of Diamonds||Two of Clubs||King of Clubs||(23 points)"
1,14,"Queen of Spades||Six of Clubs||(16 points)"
0,14,"Two of Hearts||Queen of Clubs||Four of Clubs||(16 points)"
0,14,"Eight of Hearts||Eight of Clubs||(16 points)"
1,14,"Six of Hearts||Three of Clubs||Ten of Diamonds||(19 points)"
0,14,"Eight of Hearts||Five of Diamonds||Queen of Clubs||(23 points)"
0,14,"Five of Hearts||Ten of Spades||(15 points)"
1,14,"King of Clubs||Ten of Diamonds||(20 points)"
1,14,"Ace of Spades||Ace of Diamonds||(2, 2, 2 or 22 points)"
0,14,"King of Spades||Eight of Spades||(18 points)"
0,14,"Nigh of Clubs||Jack of Spades||(19 points)"
0,14,"Four of Clubs||Seven of Diamonds||Two of Spades||Nigh of Diamonds||(22 points)"
0,14,"Five of Hearts||King of Diamonds||(15 points)"
1,14,"Jack of Clubs||Ten of Hearts||(20 points)"
0,14,"Three of Hearts||Three of Spades||Seven of Spades||Six of Clubs||(19 points)"
1,14,"Jack of Hearts||King of Spades||(20 points)"
0,14,"Queen of Hearts||Four of Clubs||Nigh of Diamonds||(23 points)"
0,14,"Two of Diamonds||Nigh of Diamonds||Eight of Clubs||(19 points)"
0,14,"Nigh of Spades||Nigh of Diamonds||(18 points)"
0,14,"Four of Clubs||Six of Hearts||King of Clubs||(20 points)"
0,14,"Four of Clubs||Queen of Clubs||King of Clubs||(24 points)"
0,14,"King of Hearts||Five of Clubs||(15 points)"
0,14,"Six of Diamonds||Six of Clubs||Jack of Hearts||(22 points)"
0,14,"Five of Diamonds||Three of Clubs||Four of Hearts||Four of Diamonds||(16 points)"
0,14,"Nigh of Hearts||Eight of Diamonds||(17 points)"
1,14,"Seven of Clubs||Two of Diamonds||Four of Clubs||Ace of Spades||(14 or 24 points)"
0,14,"Six of Spades||Jack of Spades||(16 points)"
0,14,"Five of Clubs||Eight of Spades||Jack of Diamonds||(23 points)"
0,14,"Queen of Clubs||Seven of Hearts||(17 points)"
0,14,"Three of Clubs||Four of Spades||Jack of Spades||(17 points)"
1,14,"Four of Spades||Ten of Diamonds||Four of Hearts||(18 points)"
0,14,"Six of Diamonds||Ten of Clubs||(16 points)"
1,14,"Ace of Clubs||Five of Clubs||(6 or 16 points)"
1,14,"Eight of Hearts||Jack of Spades||(18 points)"
0,14,"Ten of Diamonds||Seven of Hearts||(17 points)"
0,14,"Five of Hearts||Three of Diamonds||Three of Clubs||Seven of Hearts||(18 points)"
1,14,"Ace of Clubs||Jack of Spades||(11 or 21 points)"
1,14,"Six of Hearts||Ten of Spades||(16 points)"
1,14,"Four of Hearts||Four of Spades||Jack of Clubs||(18 points)"
1,14,"Ace of Diamonds||Jack of Diamonds||(11 or 21 points)"
0,14,"Eight of Diamonds||Four of Hearts||Three of Hearts||(15 points)"
1,14,"Ace of Diamonds||Three of Hearts||Jack of Diamonds||(14 or 24 points)"
0,14,"Nigh of Diamonds||Five of Hearts||King of Diamonds||(24 points)"
1,14,"Three of Spades||Six of Hearts||Nigh of Diamonds||(18 points)"
0,14,"Jack of Clubs||Three of Spades||Two of Diamonds||(15 points)"
0,14,"Six of Diamonds||Nigh of Clubs||(15 points)"
1,14,"Jack of Clubs||Ace of Spades||(11 or 21 points)"
0,14,"Seven of Diamonds||Eight of Spades||(15 points)"
1,14,"Ten of Spades||Nigh of Clubs||(19 points)"
0,14,"Five of Clubs||Six of Clubs||Five of Spades||(16 points)"
0,14,"Six of Hearts||King of Spades||(16 points)"
1,14,"Queen of Hearts||Ace of Spades||(11 or 21 points)"
0,14,"Ten of Hearts||Two of Spades||Six of Diamonds||(18 points)"
1,14,"Three of Spades||Ace of Hearts||Nigh of Spades||(13 or 23 points)"
0,14,"Seven of Diamonds||Three of Diamonds||Jack of Hearts||(20 points)"
0,14,"Three of Hearts||Ten of Spades||Ten of Hearts||(23 points)"
0,14,"Nigh of Diamonds||Ten of Diamonds||(19 points)"
1,14,"Jack of Spades||Eight of Clubs||(18 points)"
0,14,"Eight of Diamonds||Two of Clubs||Five of Spades||(15 points)"
0,14,"Three of Spades||Five of Hearts||Ace of Clubs||(9 or 19 points)"
0,14,"Eight of Spades||Eight of Clubs||(16 points)"
0,14,"Two of Hearts||Ten of Hearts||Four of Spades||(16 points)"
0,14,"Six of Hearts||Queen of Spades||(16 points)"
0,14,"Queen of Diamonds||Five of Hearts||(15 points)"
1,14,"Six of Diamonds||Two of Hearts||Six of Spades||Four of Clubs||(18 points)"
1,14,"Queen of Spades||Ace of Hearts||(11 or 21 points)"
0,14,"Nigh of Clubs||Ten of Diamonds||(19 points)"
1,14,"Two of Clubs||Nigh of Spades||Jack of Hearts||(21 points)"
1,14,"Ace of Diamonds||Seven of Diamonds||(8 or 18 points)"
0,14,"King of Spades||Nigh of Diamonds||(19 points)"
0,14,"Seven of Spades||Jack of Diamonds||(17 points)"
0,14,"King of Clubs||Three of Diamonds||Ten of Hearts||(23 points)"
1,14,"Ace of Hearts||Three of Spades||Ten of Clubs||(14 or 24 points)"
0,14,"Four of Clubs||Two of Spades||Two of Clubs||Ten of Clubs||(18 points)"
1,14,"Jack of Hearts||Queen of Diamonds||(20 points)"
0,14,"Jack of Clubs||Five of Spades||(15 points)"
0,14,"Seven of Hearts||Six of Spades||Nigh of Diamonds||(22 points)"
0,14,"Seven of Spades||Ten of Diamonds||(17 points)"
0,14,"Jack of Hearts||Three of Clubs||King of Clubs||(23 points)"
1,14,"Three of Hearts||Five of Hearts||Nigh of Clubs||(17 points)"
0,14,"Two of Hearts||Queen of Spades||Ten of Diamonds||(22 points)"
1,14,"King of Hearts||King of Diamonds||(20 points)"
0,14,"Two of Clubs||Ten of Hearts||King of Clubs||(22 points)"
1,14,"Jack of Spades||Ten of Hearts||(20 points)"
0,14,"Ten of Hearts||Jack of Spades||(20 points)"
1,14,"Nigh of Diamonds||Ace of Clubs||(10 or 20 points)"
0,14,"King of Clubs||Two of Diamonds||King of Diamonds||(22 points)"
0,14,"King of Hearts||Six of Diamonds||(16 points)"
0,14,"Queen of Spades||Five of Diamonds||(15 points)"
0,14,"Two of Spades||Ten of Hearts||Queen of Spades||(22 points)"
0,14,"King of Diamonds||Seven of Diamonds||(17 points)"
0,14,"Two of Hearts||Ten of Clubs||Eight of Clubs||(20 points)"
0,14,"Seven of Spades||Queen of Diamonds||(17 points)"
0,14,"King of Hearts||Queen of Hearts||(20 points)"
1,14,"Queen of Spades||Queen of Diamonds||(20 points)"
1,14,"Three of Spades||Six of Diamonds||Two of Spades||King of Spades||(21 points)"
1,14,"Eight of Hearts||Four of Hearts||Five of Clubs||(17 points)"
0,14,"Nigh of Clubs||Five of Clubs||Queen of Hearts||(24 points)"
1,14,"Eight of Diamonds||Four of Clubs||Nigh of Clubs||(21 points)"
0,14,"Ten of Spades||Four of Clubs||Six of Hearts||(20 points)"
0,14,"Three of Spades||King of Hearts||Jack of Diamonds||(23 points)"
0,14,"Jack of Clubs||Eight of Clubs||(18 points)"
0,14,"Six of Diamonds||Seven of Spades||Ten of Diamonds||(23 points)"
0,14,"Ten of Hearts||Jack of Diamonds||(20 points)"
0,14,"Eight of Diamonds||Eight of Spades||(16 points)"
0,14,"Two of Hearts||Queen of Diamonds||Seven of Hearts||(19 points)"
0,14,"Ace of Clubs||Six of Clubs||(7 or 17 points)"
1,14,"Nigh of Diamonds||Five of Clubs||Three of Diamonds||(17 points)"
1,14,"Ace of Hearts||Four of Spades||(5 or 15 points)"
0,14,"Six of Clubs||Ten of Hearts||(16 points)"
0,14,"Five of Hearts||Nigh of Diamonds||Ace of Diamonds||(15 or 25 points)"
0,14,"Six of Hearts||Nigh of Spades||(15 points)"
0,14,"Five of Clubs||Jack of Clubs||(15 points)"
0,14,"Seven of Spades||Seven of Hearts||Queen of Spades||(24 points)"
0,14,"Three of Diamonds||Ace of Spades||Six of Hearts||(10 or 20 points)"
1,14,"King of Spades||Five of Diamonds||(15 points)"
0,14,"Seven of Hearts||Eight of Clubs||(15 points)"
1,14,"King of Diamonds||Three of Diamonds||Two of Diamonds||(15 points)"
0,14,"Three of Clubs||Two of Spades||Ten of Clubs||(15 points)"
0,14,"Seven of Diamonds||King of Diamonds||(17 points)"
1,14,"Seven of Clubs||Three of Diamonds||Jack of Diamonds||(20 points)"
0,14,"Three of Hearts||Eight of Hearts||Four of Diamonds||(15 points)"
1,14,"Three of Hearts||Seven of Clubs||Queen of Hearts||(20 points)"
0,14,"Six of Spades||Six of Diamonds||King of Spades||(22 points)"
0,14,"Three of Clubs||Jack of Hearts||Eight of Clubs||(21 points)"
1,14,"Two of Hearts||Queen of Spades||Ace of Diamonds||(13 or 23 points)"
0,14,"Ten of Diamonds||Eight of Clubs||(18 points)"
0,14,"Eight of Spades||King of Clubs||(18 points)"
0,14,"Five of Clubs||Three of Clubs||Jack of Diamonds||(18 points)"
0,14,"Four of Spades||Six of Spades||Jack of Clubs||(20 points)"
0,14,"King of Diamonds||Jack of Diamonds||(20 points)"
0,14,"Four of Clubs||Four of Spades||Ten of Clubs||(18 points)"
0,14,"Three of Clubs||Six of Diamonds||Nigh of Clubs||(18 points)"
0,14,"Four of Diamonds||Ten of Diamonds||Five of Diamonds||(19 points)"
0,14,"Ten of Hearts||Eight of Hearts||(18 points)"
0,14,"Nigh of Clubs||Queen of Clubs||(19 points)"
0,14,"Jack of Clubs||Queen of Diamonds||(20 points)"
1,14,"Six of Clubs||Six of Spades||Six of Diamonds||(18 points)"
0,14,"Queen of Clubs||King of Clubs||(20 points)"
0,14,"Nigh of Diamonds||Four of Hearts||Jack of Hearts||(23 points)"
1,14,"King of Spades||King of Hearts||(20 points)"
0,14,"Eight of Spades||Queen of Hearts||(18 points)"
0,14,"Eight of Diamonds||Two of Spades||Eight of Hearts||(18 points)"
1,14,"King of Clubs||Jack of Hearts||(20 points)"
1,14,"Two of Hearts||Seven of Diamonds||Five of Diamonds||Ace of Clubs||(15 or 25 points)"
0,14,"Six of Diamonds||Five of Hearts||Three of Spades||Three of Hearts||(17 points)"
1,14,"Seven of Clubs||Two of Hearts||Queen of Hearts||(19 points)"
0,14,"Five of Clubs||Three of Hearts||King of Hearts||(18 points)"
1,14,"Ace of Spades||Nigh of Clubs||(10 or 20 points)"
1,14,"Three of Hearts||Queen of Hearts||Three of Diamonds||(16 points)"
1,14,"Jack of Diamonds||King of Hearts||(20 points)"
0,14,"Nigh of Hearts||King of Spades||(19 points)"
1,14,"Queen of Clubs||Three of Diamonds||Five of Spades||(18 points)"
1,14,"Queen of Clubs||Ace of Clubs||(11 or 21 points)"
0,14,"Seven of Spades||Six of Hearts||King of Spades||(23 points)"
0,14,"Nigh of Spades||Jack of Spades||(19 points)"
0,14,"Nigh of Hearts||Four of Spades||Six of Clubs||(19 points)"
1,14,"Ace of Hearts||Six of Hearts||(7 or 17 points)"
0,14,"Queen of Diamonds||Three of Diamonds||Six of Hearts||(19 points)"
0,14,"Nigh of Hearts||King of Hearts||(19 points)"
0,14,"Six of Clubs||Ace of Diamonds||(7 or 17 points)"
1,14,"Ten of Diamonds||Seven of Spades||(17 points)"
1,14,"Seven of Spades||Queen of Hearts||(17 points)"
1,14,"Five of Diamonds||Seven of Spades||Nigh of Diamonds||(21 points)"
0,14,"Five of Diamonds||Two of Diamonds||Five of Clubs||Four of Clubs||(16 points)"
1,14,"Ten of Diamonds||Queen of Clubs||(20 points)"
1,14,"Ace of Clubs||Ten of Spades||(11 or 21 points)"
1,14,"Five of Clubs||Three of Clubs||Seven of Clubs||(15 points)"
1,14,"Six of Hearts||Nigh of Diamonds||(15 points)"
1,14,"Jack of Clubs||King of Hearts||(20 points)"
1,14,"Jack of Diamonds||Ten of Spades||(20 points)"
1,14,"Seven of Clubs||King of Hearts||(17 points)"
1,14,"Two of Clubs||Queen of Diamonds||Seven of Diamonds||(19 points)"
0,14,"Three of Hearts||Eight of Clubs||Six of Hearts||(17 points)"
0,14,"Two of Clubs||Four of Hearts||Three of Diamonds||Eight of Spades||(17 points)"
0,14,"Eight of Spades||Eight of Clubs||(16 points)"
1,14,"Jack of Hearts||Ace of Diamonds||(11 or 21 points)"
1,14,"Queen of Diamonds||Five of Hearts||(15 points)"
0,14,"Nigh of Clubs||Five of Diamonds||Five of Spades||(19 points)"
1,14,"Two of Hearts||Nigh of Spades||Ace of Diamonds||(12 or 22 points)"
0,14,"Queen of Diamonds||Three of Hearts||Two of Clubs||(15 points)"
0,14,"Ten of Clubs||King of Clubs||(20 points)"
0,14,"Jack of Diamonds||Eight of Diamonds||(18 points)"
1,14,"Jack of Diamonds||Six of Diamonds||(16 points)"
0,14,"Four of Hearts||Five of Diamonds||Ace of Diamonds||(10 or 20 points)"
0,14,"Ace of Hearts||Seven of Spades||(8 or 18 points)"
1,14,"Six of Clubs||Eight of Diamonds||Ace of Hearts||(15 or 25 points)"
0,14,"Seven of Diamonds||Ten of Diamonds||(17 points)"
0,14,"Three of Spades||Seven of Spades||Queen of Spades||(20 points)"
0,14,"Five of Clubs||Three of Hearts||Ace of Clubs||(9 or 19 points)"
0,14,"Four of Hearts||Ten of Hearts||Three of Hearts||(17 points)"
0,14,"Seven of Spades||Eight of Clubs||(15 points)"
1,14,"King of Spades||Queen of Diamonds||(20 points)"
0,14,"Ten of Spades||Eight of Hearts||(18 points)"
1,14,"Three of Clubs||Ace of Diamonds||Ace of Clubs||(5, 5, 5 or 25 points)"
0,14,"Five of Hearts||Eight of Clubs||Ace of Diamonds||(14 or 24 points)"
0,14,"King of Clubs||Five of Hearts||(15 points)"
1,14,"Eight of Spades||King of Diamonds||(18 points)"
